MCCSWiFi10	1	1	0
MCCSWiFi2	1	1	0
MCCSWiFi3	1	1	0
MCCSWiFi4	1	1	0
MCCSWiFi5	1	1	0
MCCSWiFi6	1	1	0
MCCSWiFi7	1	1	0
MCCSWiFi8	1	1	0
MCCSWiFi9	1	1	0
MENG_xxxx (See Prop Notes)	1	1	0
MIA-WiFi	1	1	0
MOHAWK	1	1	0
MTS Wi-Fi Hotspot	1	1	0
MTS Wi-Fi Hotspot A	1	1	0
MTS Wi-Fi Hotspot B	1	1	0
MTS Wi-Fi Hotspot D	1	1	0
MUSD Wireless	1	1	0
Manor House	1	1	0
MariCOMS S	1	1	0
Marriot_Guest	1	1	0
MaxWineDive	1	1	0
MesaDunes	1	1	0
NNU-WIFI1	1	1	0
New Line Tavern	1	1	0
Nexus	1	1	0
OAK_IPASS	1	1	0
OBC_wireless	1	1	0
OMNI-GUEST	1	1	0
Oak Ridge Apartments	1	1	0
OakMarGuest	1	1	0
OceansEdge	1	1	0
Old Town B&B	1	1	0
Oncenter Free WiFi	1	1	0
One Zone_High Speed Internet	1	1	0
PSTEL.NET	1	1	0
PTLOMA	1	1	0
ParkwayRV	1	1	0
PatientInternet	1	1	0
Pine Cone Resort	1	1	0
Plantation Hotel and Conf Ctr	1	1	0
PlazaWirelessNetwork	1	1	0
Public Access Wifi:SATEST	1	1	0
Quality Inn	1	1	0
Quality Suites Orange	1	1	0
QualityInnAndSuites	1	1	0
QualityInnMonterey	1	1	0
Quality_Inn	1	1	0
RB Hoover Library	1	1	0
RJCCR	1	1	0
Ramada	1	1	0
Ramada Garden Grove	1	1	0
Ramada Inn	1	1	0
Ramada Limited	1	1	0
RamadaMaingate	1	1	0
RaystownWireless	1	1	0
Reagan National WiFi	1	1	0
Red Eye	1	1	0
RedLion	1	1	0
Renaissance Women's Group	1	1	0
Residence_Inn_Guest	1	1	0
Rhythmic Motion	1	1	0
Richmond_Marriott	1	1	0
Riverview Tavern	1	1	0
RoadRunner	1	1	0
RoadRunnerSpeedZone	1	1	0
Romeos	1	1	0
Rosebud Casino	1	1	0
S8xxxxRm#	1	1	0
SON - Archstone E. 39th Street	1	1	0
SON - Caledonia	1	1	0
SON - Clarendon	1	1	0
SON - North Point	1	1	0
SON - San Mateo	1	1	0
SON - The Camargue	1	1	0
SON - The Core	1	1	0
SON - Toluca Lake	1	1	0
SON - Valley Square	1	1	0
SON _Avalon Centerpoint	1	1	0
SON-Archstone Murray Hill Bldg#1	1	1	0
SON-Avalon Crescent	1	1	0
SON-Carnegie Hill	1	1	0
SON-Emeryville	1	1	0
SON-Encino Hills	1	1	0
SON-Hikari	1	1	0
SON-Warner Place	1	1	0
SON_40 Berry Street	1	1	0
SON_Archstone Consulate	1	1	0
SON_Archstone Emerald Park	1	1	0
SON_Archstone Kendall Square	1	1	0
SON_Archstone Marina Del Rey	1	1	0
SON_Archstone Office	1	1	0
SON_Archstone Quarry Hills	1	1	0
SON_Archstone Walnut Creek	1	1	0
SON_Archstone Walnut Creek Stati	1	1	0
SON_Archstone Walnut Ridge	1	1	0
SON_Atlas Lofts	1	1	0
SON_Avalon Bear Creek	1	1	0
SON_Avalon Bellevue	1	1	0
SON_Avalon Blue Hills	1	1	0
SON_Avalon Burbank	1	1	0
SON_Avalon Fort Greene	1	1	0
SON_Avalon Glen Cove	1	1	0
SON_Avalon Huntington	1	1	0
SON_Avalon Juanita Village	1	1	0
SON_Avalon Lexington Hills	1	1	0
SON_Avalon Milford	1	1	0
SON_Avalon Northborough	1	1	0
SON_Avalon Norwalk	1	1	0
SON_Avalon Princeton Junction	1	1	0
SON_Avalon Rothbury	1	1	0
SON_Avalon The Hermitage	1	1	0
SON_Avalon Tinton Falls	1	1	0
SON_Avalon Towers Bellevue	1	1	0
SON_Avalon Verona	1	1	0
SON_Avalon Walnut Creek	1	1	0
SON_Avalon at Gallery	1	1	0
SON_Carmel The Linc	1	1	0
SON_Carmel Waterfront	1	1	0
SON_Centurion University Apts.	1	1	0
SON_Courts at Huntington Station	1	1	0
SON_Darien	1	1	0
SON_Decoverly	1	1	0
SON_Downtown Brooklyn	1	1	0
SON_Gables 12 Twenty One-Pierce	1	1	0
SON_Gables 12 Twenty One-Queen	1	1	0
SON_Gables 820 West	1	1	0
SON_Gables Boca Place	1	1	0
SON_Gables Century Center	1	1	0
SON_Gables City Vista	1	1	0
SON_Gables Dunwoody	1	1	0
SON_Gables Katy Trail	1	1	0
SON_Gables Marbella	1	1	0
SON_Gables Metropolitan I+II	1	1	0
SON_Gables Metropolitan III	1	1	0
SON_Gables Midtown	1	1	0
SON_Gables Mill	1	1	0
SON_Gables Montclair	1	1	0
SON_Gables Montecito	1	1	0
SON_Gables Park Plaza	1	1	0
SON_Gables Pressler	1	1	0
SON_Gables Rock Springs II	1	1	0
SON_Gables Rock Springs III	1	1	0
SON_Gables Sheridan	1	1	0
SON_Gables Takoma Park	1	1	0
SON_Gables Town Colony	1	1	0
SON_Gables Town Place	1	1	0
SON_Gables Vinings	1	1	0
SON_Gables Wilton Park	1	1	0
SON_Home 1200 East West Highway	1	1	0
SON_Park Square West	1	1	0
SON_Pentagon City	1	1	0
SON_Related Monterey	1	1	0
SON_Related Riverwalk Court	1	1	0
SON_Related Sakura Crossings	1	1	0
SON_Related Sierra	1	1	0
SON_Residences at Merrick Park	1	1	0
SON_Tribeca Towers	1	1	0
SON_Union Station	1	1	0
SON_Villa Granada	1	1	0
SPDR	1	1	0
STSN	1	1	0
SalinaFairfild	1	1	0
Santa Anita Inn	1	1	0
Seaport	1	1	0
SettleInn	1	1	0
Sheraton Universal Wireless	1	1	0
SheratonBirmingham	1	1	0
SheratonWireless	1	1	0
SherwoodPark Ramada	1	1	0
Skyriver or innflux	1	1	0
Sleep	1	1	0
SlopeSideInternet	1	1	0
South Waco Library	1	1	0
Southport Lanes	1	1	0
Spaghettini	1	1	0
Spaulding_Hotel	1	1	0
Speedzone	1	1	0
Spot On	1	1	0
Spot On Networks	1	1	0
SpotOn	1	1	0
SpotOn-Ignore Me	1	1	0
SpotOn-IgnoreMe	1	1	0
Springbank	1	1	0
SpringhillNashville	1	1	0
StJosephPublicWifi	1	1	0
StarCo	1	1	0
Staybridge	1	1	0
SteepHollowRV	1	1	0
Suburban	1	1	0
Super 8	1	1	0
Super8	1	1	0
TOMIZONE 1	2	0	0
TOMIZONE AmberleyRidge	2	0	0
TOMIZONE RIBBIT HOTSPOT	1	1	0
TOMIZONE jaypublic	2	0	0
TOMIZONE ribbit_downtown	2	0	0
TOMIZONE_lebanon	2	0	0
TWC-Speedzone	1	1	0
TexMeshWiFiWPA	1	1	0
TexasOncology	1	1	0
The Beadle Inn	1	1	0
The Belair	1	1	0
The Cenacle Chicago	1	1	0
The Cove	1	1	0
The Laundry Experience	1	1	0
The Writers WorkSpace	1	1	0
The_Aloft	1	1	0
Towne Place Suites	1	1	0
Travel_Inn	1	1	0
TwinPalmsHotel	1	1	0
ValVista	1	1	0
Valencia Inn	1	1	0
WEBbeams	1	1	0
WEBbeams - Argo Tea	1	1	0
WEBbeams-	1	1	0
WEBbeams-Argo Tea	1	1	0
WEBbeams-Bradys Landing	1	1	0
WEBbeams-Cafe 13	1	1	0
WEBbeams-Castaway	1	1	0
WEBbeams-Daily Grind Unwind	1	1	0
WEBbeams-Dollop Coffee and Tea	1	1	0
WEBbeams-Filter	1	1	0
WEBbeams-Its A Grind	1	1	0
WEBbeams-Its a Grind	1	1	0
WEBbeams-Library Coffee	1	1	0
WEBbeams-Luminarias	1	1	0
WEBbeams-Monterey Hill	1	1	0
WEBbeams-Neighborhood Grinds	1	1	0
WEBbeams-Press Coffee	1	1	0
WEBbeams-Proud Bird	1	1	0
WEBbeams-Quartermaine	1	1	0
WEBbeams-Whiskey Joes Tampa	1	1	0
Waco Library	1	1	0
Washington Dulles WiFi	1	1	0
WiFiPittsburgh	1	1	0
WinFinity	1	1	0
Wood Isle	1	1	0
WoodbridgeL	1	1	0
WorldMark	1	1	0
Worldmark	1	1	0
Wyndham-Guest	1	1	0
XIOCOM-HOTZONE	1	1	0
XIOCOM-RESORT	1	1	0
Yarrow	1	1	0
ZIGZAGWIRELESS	1	1	0
adventurebound	1	1	0
alterra	1	1	0
atrium_ethostream	1	1	0
ayers	1	1	0
ayres	1	1	0
ayresmeeting or ayres	1	1	0
ayresmeetings	1	1	0
baymont	1	1	0
best western	1	1	0
bestvalue	1	1	0
bestwestern	1	1	0
bestwestern1	1	1	0
california	1	1	0
cambriasuites	1	1	0
candlewood	1	1	0
casamarina	1	1	0
cctexas	1	1	0
choice1	1	1	0
clarion	1	1	0
comfort	1	1	0
comfort-inn	1	1	0
comfortinn	1	1	0
country	1	1	0
culverhotel	1	1	0
daysinn	1	1	0
dbWiFi	1	1	0
dbw	1	1	0
dbw:public	1	1	0
dcu-wireless-b	1	1	0
deepblue1	1	1	0
econ	1	1	0
econolodge	1	1	0
econolodgerckymt	1	1	0
etbostream	1	1	0
ethostream	1	1	0
ethostream-econolodge	1	1	0
ethostream_comfort	1	1	0
ethostream_lobby	1	1	0
fairfield	1	1	0
fairfield_ethostream	1	1	0
fairfieldinn	1	1	0
fairfieldinn_ethostream	1	1	0
fatport	1	1	0
fieldwork	1	1	0
flysacramento	1	1	0
fourpoints	1	1	0
gdsl_daysinn	1	1	0
gdsl_hiexpress	1	1	0
georgian_terrace	1	1	0
goldentree	1	1	0
gowifi	1	1	0
greenery	1	1	0
guestwifi	1	1	0
guestwifibase	1	1	0
guestwifibase-BaymontInn	1	1	0
guestwifibase-ComfortSuites	1	1	0
guestwifilobby	1	1	0
gwireless	1	1	0
hawthorn	1	1	0
hie-vernonhills	1	1	0
hiexpmad	1	1	0
hiexpress	1	1	0
hiexpress_mb	1	1	0
holidayinn	1	1	0
holidayinn_ethostream	1	1	0
hot	1	1	0
hsia	1	1	0
iDockUSA	1	1	0
iRoam	1	1	0
iRoam-irv	1	1	0
iRoam-wlv	1	1	0
idockusa	1	1	0
inforezone	1	1	0
innflux	1	1	0
innflux (AmericInn)	1	1	0
innflux (Best Western)	1	1	0
innflux (Country Inn)	1	1	0
innflux (Sleep Inn)	1	1	0
innflux (americinn)	1	1	0
innflux (days inn)	1	1	0
innflux (holiday inn)	1	1	0
innflux_HIE	1	1	0
innflux_LaQuintaInn	1	1	0
innflux_countryinn	1	1	0
innflux_hie	1	1	0
innflux_hiexpress	1	1	0
innflux_staybridge	1	1	0
innmarin	1	1	0
jnu harbor1	1	1	0
jurassic	1	1	0
laquinta	1	1	0
lermitage	1	1	0
lodge	1	1	0
meijerhotspot	1	1	0
meijerwifi	1	1	0
motel6	1	1	0
msnairport	1	1	0
msncity	1	1	0
nnu	1	1	0
omni	1	1	0
pacificinn	1	1	0
parkplaza	1	1	0
paykiosks000	1	1	0
philabaun	1	1	0
plazainn	1	1	0
powerline	1	1	0
quality	1	1	0
qualityinn	1	1	0
radisson	1	1	0
radissonguest	1	1	0
ramada	1	1	0
ramada1	1	1	0
ramada_ethostream	1	1	0
ramadaltd	1	1	0
red lion	1	1	0
resortwifi	1	1	0
sheraton	1	1	0
sheratonbrookfield	1	1	0
skyhighspeed	1	1	0
sleep inn	1	1	0
sleepInn	1	1	0
sleep_inn	1	1	0
speedzone	1	1	0
speedzone-whiteoakshores	1	1	0
spl	1	1	0
springhill	1	1	0
stonebridge	1	1	0
suburban	1	1	0
super 8	1	1	0
super8	1	1	0
super8 wireless	1	1	0
super8motel	1	1	0
surfhere	1	1	0
the_Nines	1	1	0
tmph	1	1	0
travelodge	1	1	0
ttt	1	1	0
vex	1	1	0
villasurmotel	1	1	0
wcc-guest	1	1	0
westin	1	1	0
worldmark	1	1	0
240 Ridgecrop Drive	2	0	0
46ELAN6RE6	1	1	0
4OAKTREE	2	0	0
765Milligan	2	0	0
7gra77	2	0	0
8HeathSt	2	0	0
ACCESS-StarHub	1	1	0
AGC_U21_WiFi	1	1	0
ARUNDEL55	1	1	0
AUCKLAND CITY WI-FI	2	0	0
AUMEL2S-OFFICE	2	0	0
Abbey Apmts Public Wireless	1	1	0
Acton701	2	0	0
Adelaide Shores Public Wireless	1	1	0
Aircel_Spectranet	1	1	0
Airport_Hotspot	1	1	0
All Seasons Lobby Wireless	1	1	0
All Seasons Public Wireless	1	1	0
Amber	2	0	0
Arkaba Hotel Public Wireless	1	1	0
Ashwin Wireless	2	0	0
Auckland Libraries Telecom WIFI	1	1	0
Auckland Wi-Fi @ Tomizone	1	1	0
Aviators Public Wireless	1	1	0
BELKINKANDPC	2	0	0
BERWICK	1	1	0
BLAZER	2	0	0
BOUTH7	2	0	0
BOWIE	1	1	0
BasilWiFi	1	1	0
Bast Connect	2	0	0
Berkeleyroute	2	0	0
BigFatCat	2	0	0
Blackie	2	0	0
Blenheim Airport Wifi	2	0	0
Block144	2	0	0
Blondie	2	0	0
Blue Peaks Public Wireless	1	1	0
Blue Peaks Public Wireless 107	1	1	0
Blue Peaks Public Wireless 403	1	1	0
Blue Peaks Public Wireless 409	1	1	0
Blue Peaks Public Wireless 654	1	1	0
Blue Peaks Public Wireless Rcpt	1	1	0
Blue Wireless	2	0	0
Bohemian_Piano	2	0	0
Breakfree Public Access	1	1	0
Brianos WLAN	2	0	0
Brickfield Hill  WiFi Network	2	0	0
Bushwacka's Network	2	0	0
CECT-CHINACOMM	1	1	0
CHN	2	0	0
CMCC	2	0	0
CV_Central	2	0	0
CWH	1	1	0
CaTaPoLtY	1	1	0
CadrinSolutions	2	0	0
CentrinHotSpot	1	1	0
Charlotte Public Wireless	1	1	0
ChinaNet	2	0	0
Chinanet	1	2	2	fd/	@fdr@wlan.bj.chntel.com
CityLife Lobby Wireless	1	1	0
CityLife Public Wireless	1	1	0
Clarion Soho Public Wireless	1	1	0
Clay WiFi	1	1	0
Club Mitchell	2	0	0
Club Sofitel Wireless	1	1	0
Colquhoun	2	0	0
ConradHotels	1	1	0
Coolum Public Wireless	1	1	0
Copthorne Conference Wireless	1	1	0
Copthorne Public Wireless	1	1	0
Coral Coast Public Wireless	1	1	0
Coral Sea Public Wireless	1	1	0
Crew Wi-Fi	1	1	0
Crowne Plaza Conference Wireles	1	1	0
Crowne Plaza Conference Wireless	1	1	0
Crowne Plaza Lobby Wireless	1	1	0
Crowne Plaza Public Wireless	1	1	0
Crowne Plaza Restaurant	1	1	0
Crowne Plaza Surfers Paradise P	1	1	0
Crowne Plaza Wireless	1	1	0
Currie	2	0	0
Czossie	2	0	0
DK Armadale	2	0	0
Damo	2	0	0
Darling_It_Hurts	2	0	0
Deano Network	2	0	0
Delmage	2	0	0
Dhaliwalz	2	0	0
DoubletreebyHilton	1	1	0
Dover7	2	0	0
Dutchies	2	0	0
DynamicEdge	2	0	0
EVA	2	0	0
EnCasa	2	0	0
Eversheds	1	1	0
F1 Public Wireless	1	1	0
FIFRET	2	0	0
FLETCH LIVES	2	0	0
FSCOTTOmmi	2	0	0
Formule 1 Wireless	1	1	0
Fourth Ave Rowville	2	0	0
Franklin Public Access	1	1	0
FuramaRFBallroomFoyer	1	1	0
FuramaRFIT	1	1	0
FuramaRFJupiter3	1	1	0
FuramaRFLobby	1	1	0
FuramaRFMarsI II	1	1	0
FuramaRFMercury1	1	1	0
FuramaRFMercury2	1	1	0
FuramaRFSquare	1	1	0
FuramaRFSwimmingPool	1	1	0
FuramaRFVenus 3	1	1	0
FuramaRFVenus1	1	1	0
FuramaRFVenus2	1	1	0
FuramaRFWaterFallLounge	1	1	0
Futian Shangri-La	1	1	0
GLM WI-FI	1	1	0
GLM_WIFI	1	1	0
Gen2WirelessNEW	2	0	0
Gingers-Aust1st-WorldNext	2	0	0
Girlies	2	0	0
Globe	1	1	0
GlobeCom	2	0	0
Goldsbrough Public Wireless	1	1	0
Got Game Office	2	0	0
Grand Chancellor Conference	1	1	0
Grand Chancellor Public Access	1	1	0
Grand Chancellor Wireless	1	1	0
Grand Mercure Conference	1	1	0
Grand Mercure Lobby Wireless	1	1	0
Grand Mercure Public Wireless	1	1	0
Great Coffee & Food @ lilliblack	2	0	0
GregsOffice	2	0	0
HEYHEYHEYHEY	1	1	0
HOME_WIRELESS	2	0	0
HQWiFi-AleHouse	1	1	0
HQWiFi-Alexis	1	1	0
HQWiFi-AmityLodge	1	1	0
HQWiFi-BarUp	1	1	0
HQWiFi-BeachSt	1	1	0
HQWiFi-BrunswickSt	1	1	0
HQWiFi-CCG	1	1	0
HQWiFi-CabbageTree	1	1	0
HQWiFi-CaplesCourt	1	1	0
HQWiFi-CreeksydeLodge2	1	1	0
HQWiFi-DuxDeLux	1	1	0
HQWiFi-EventsCentre	1	1	0
HQWiFi-FourSeasons	1	1	0
HQWiFi-GoldenView	1	1	0
HQWiFi-HQOffice	1	1	0
HQWiFi-HamiltonRd	1	1	0
HQWiFi-ManSt	1	1	0
HQWiFi-PostOfficeCafe	1	1	0
HQWiFi-RobinsRoad	1	1	0
HQWiFi-SteamerWharf	1	1	0
HQWiFi-TheBunker	1	1	0
HQWiFi-Tipperary	1	1	0
Happy Network	2	0	0
Hayato	2	0	0
Heartland Hotel Public Wireless	1	1	0
Heartland Public Wireless	1	1	0
Heritage Conference Wireless	1	1	0
Heritage Public Wireless	1	1	0
Hitech	2	0	0
Holborn Public Wireless	1	1	0
Holiday Inn Conference Wireless	1	1	0
Holiday Inn Lobby Wireless	1	1	0
Holiday Inn Public Wireless	1	1	0
HomeNet WiFi	2	0	0
Horizons Public Wireless	1	1	0
Hotel Ibis Public Access	1	1	0
Hotel Richmond Public Wireless	1	1	0
Hotspot	2	0	0
HotspotZ	2	0	0
IC Conference Wireless	1	1	0
IC Lobby Wireless	1	1	0
IC Public Wireless	1	1	0
IDSN-WiFi	2	0	0
IGI-T3	1	1	0
IINETWLAN	2	0	0
INDOSATNET	1	1	0
Ibis Conference Wireless	1	1	0
Ibis Public Wireless	1	1	0
Ibis Wireless	1	1	0
Interislander	1	1	0
Internode	1	1	0
James Cook Public Wireless	1	1	0
Jeffery	1	1	0
JonoNet	2	0	0
KIDDLE	2	0	0
KOSANT_visitors	2	0	0
Katy&David	2	0	0
Kelven	2	0	0
Kingsgate Conference Wireless	1	1	0
Kingsgate Public Wireless	1	1	0
Kitty Cat	2	0	0
Kordia METRO WIFI	1	1	0
LAHORI	2	0	0
LANNG	2	0	0
Liz	2	0	0
Lord Of The Ring	2	0	0
MAD WiFi	2	0	0
MBW:rw:NETWORK	2	0	0
MH	2	0	0
MIKES WIRELESS	2	0	0
MJDAP1	2	0	0
MUSTANG	2	0	0
Mac Uoc	2	0	0
Macca	2	0	0
Machete	2	0	0
Maestri Public Wireless	1	1	0
Maison	2	0	0
Mantra Public Wireless	1	1	0
Marlborough Convention Wireless	1	1	0
Marriott_Lobby	1	1	0
MaxPower II	2	0	0
Mercure Conference Wireless	1	1	0
Mercure Lobby Wireless	1	1	0
Mercure Perth Wireless	1	1	0
Mercure Public Wireless	1	1	0
Mercure Wireless	1	1	0
Millennium Conference	1	1	0
Millennium Conference Wireless	1	1	0
Millennium Public Wireless	1	1	0
Mitch Home Network	2	0	0
Mon Komo Public Wireless	1	1	0
Monarch Luxur	1	1	0
Moritz Guest Room Wireless	1	1	0
Moritz Lobby Wireless	1	1	0
NCC Wireless	1	1	0
NRT-AIRPORT	1	1	0
NSCHAN	2	0	0
Narnia	2	0	0
NealeC	2	0	0
Nexusystems	2	0	0
Nic's Network	2	0	0
Novotel Conference Wireless	1	1	0
Novotel Lobby Wireless	1	1	0
Novotel Public Wireless	1	1	0
Novotel Wireless	1	1	0
Nubblet	2	0	0
O-Zone WiFi	1	1	0
OM	2	0	0
OSPSYD1	2	0	0
OZPROG	2	0	0
Oaks Aspire Public Wireless	1	1	0
Oaks Aurora Public Wireless	1	1	0
Oaks Broome Public Wireless	1	1	0
Oaks Calypso Public Wireless	1	1	0
Oaks Festival Public Wireless	1	1	0
Oaks Harmony Public Wireless	1	1	0
Oaks Hotel M Public Wireless	1	1	0
Oaks Lagoons Public Access	1	1	0
Oaks Public Wireless	1	1	0
Oaks Seaforth Public Wireless	1	1	0
Oaks Waterfront Public Wireless	1	1	0
Oaks on Market Public Wireless	1	1	0
Oasis Public Wireless	1	1	0
Office WiFi	2	0	0
Ogden Wireless 1	2	0	0
OnTheNet	2	0	0
OpenWrt	2	0	0
Paringa Public Wireless	1	1	0
Parnell Internet	2	0	0
PaulsFamily	2	0	0
Peruviano	2	0	0
Pippin	2	0	0
PlatinumAngel	2	0	0
Playford	1	1	0
Playford Conference Wireless	1	1	0
Plaza Pier Public Access	1	1	0
Port Lincoln Hotel Wireless	1	1	0
Princes Gate Public Wireless	1	1	0
Private Access	1	1	0
PrivateNW	2	0	0
Public Wifi	2	0	0
Pukunui	2	0	0
Pullman Conference Wireless	1	1	0
Pullman Lobby Wireless	1	1	0
Pullman Public Wireless	1	1	0
QRC Public Wireless	1	1	0
QsCafe	1	1	0
Quality Hotel	1	1	0
Quality Hotel Public Wireless	1	1	0
RKS-12C1D1	1	1	0
RTL8186-default	2	0	0
Radisson Conference Wireless	1	1	0
Radisson Public Wireless	1	1	0
Rainbow Hotel	2	0	0
Redcouchway	2	0	0
ReiverNet Wifi Hotspot	1	1	0
Rendezvous Public Wireless	1	1	0
Revolver WiFi	2	0	0
Riviera Public Wireless	1	1	0
RobAndCollyBelkin	2	0	0
Rock	2	0	0
Royal on the Park Brisbane Pub	1	1	0
Royal on the Park Public Access	1	1	0
Royce Public Wireless	1	1	0
S-P WLAN	2	0	0
SBB-Secure	2	0	0
SC	2	0	0
SFTN	2	0	0
SH17	2	0	0
SHANGRI-LA	1	1	0
SHGZD	1	1	0
SKYCITY	1	1	0
SL-KHPU	1	1	0
SOFITEL	1	1	0
ST	1	1	0
Scenic Conference Wireless	1	1	0
Scenic Hotels Public Wireless	1	1	0
Scenic Public Wireless	1	1	0
Searchonomics	2	0	0
Seaworld Resort Public Access	1	1	0
